                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    142,                  1.813,                 1.7938,                  2.493,                0.67315,                0.63569,                0.75224,                 0.4197,                 1.7882,                 1.8458,                  2.504,               0.005347,               0.005347,               0.005347
                    143,                 1.7995,                  1.695,                 2.4255,                0.68141,                0.66667,                0.72373,                  0.403,                 1.6141,                 1.7968,                 2.4293,               0.005314,               0.005314,               0.005314
                    144,                 1.8279,                 1.8161,                   2.47,                0.71874,                0.59946,                0.74999,                0.44584,                 1.6381,                 1.9746,                 2.4324,               0.005281,               0.005281,               0.005281
                    145,                 1.7714,                 1.6585,                 2.3601,                0.67861,                0.61728,                0.69603,                0.41684,                 1.6849,                 2.2222,                 2.5045,               0.005248,               0.005248,               0.005248
                    146,                  1.742,                 1.6796,                 2.3863,                0.52296,                0.44665,                0.54433,                0.29538,                 1.6332,                 2.5723,                 2.4568,               0.005215,               0.005215,               0.005215
                    147,                 1.7678,                 1.7204,                 2.4324,                0.53176,                0.58025,                0.56877,                0.33359,                 1.5943,                 2.5944,                 2.4042,               0.005182,               0.005182,               0.005182
                    148,                 1.7311,                 1.7093,                 2.4315,                0.84598,                0.71605,                 0.8105,                0.47524,                 1.6791,                 2.0315,                 2.4244,               0.005149,               0.005149,               0.005149
                    149,                 1.7415,                 1.6574,                 2.3749,                  0.856,                0.77778,                0.86847,                 0.5347,                  1.575,                 1.7073,                 2.3486,               0.005116,               0.005116,               0.005116
                    150,                 1.6702,                 1.6353,                 2.3241,                 0.8442,                0.80277,                0.86644,                0.53437,                 1.5414,                 1.5511,                 2.3304,               0.005083,               0.005083,               0.005083
                    151,                 1.7259,                 1.6146,                 2.3056,                0.88267,                0.83594,                0.94395,                0.55689,                 1.4228,                 1.4448,                  2.205,                0.00505,                0.00505,                0.00505
                    152,                 1.7205,                 1.5787,                 2.3775,                0.94188,                0.80026,                0.94938,                0.55905,                 1.4136,                 1.3426,                 2.1902,               0.005017,               0.005017,               0.005017
                    153,                  1.764,                 1.6947,                 2.3992,                0.98929,                0.82716,                0.95973,                  0.573,                 1.4315,                 1.2807,                 2.2113,               0.004984,               0.004984,               0.004984
                    154,                 1.8204,                 1.6412,                 2.4379,                0.93196,                0.82716,                0.95256,                0.55736,                 1.4361,                 1.3224,                 2.2219,               0.004951,               0.004951,               0.004951
                    155,                 1.7333,                  1.724,                 2.3746,                0.83838,                0.79012,                0.82865,                0.49042,                  1.729,                 1.7048,                 2.4938,               0.004918,               0.004918,               0.004918
                    156,                 1.7442,                   1.66,                 2.3831,                0.89787,                0.75982,                0.86482,                0.52505,                 1.5081,                 1.7087,                 2.3291,               0.004885,               0.004885,               0.004885
                    157,                 1.7515,                  1.643,                 2.3906,                0.73932,                0.69136,                0.76369,                0.41822,                 1.5662,                 2.0315,                 2.4057,               0.004852,               0.004852,               0.004852
                    158,                 1.7183,                 1.6729,                 2.3644,                0.67044,                0.76543,                0.74722,                0.38685,                 1.6196,                  2.069,                 2.4473,               0.004819,               0.004819,               0.004819
                    159,                 1.6742,                  1.656,                 2.3153,                0.77382,                 0.7284,                0.77658,                 0.4539,                 1.5508,                  1.901,                 2.3522,               0.004786,               0.004786,               0.004786
                    160,                 1.6863,                 1.6032,                 2.3256,                0.67751,                0.72626,                0.74436,                0.41861,                 1.5538,                 1.9837,                 2.3697,               0.004753,               0.004753,               0.004753
                    161,                 1.6744,                 1.5878,                  2.353,                0.65356,                0.69874,                 0.7537,                0.42737,                 1.5734,                 1.9109,                 2.3912,                0.00472,                0.00472,                0.00472
                    162,                 1.6891,                  1.589,                 2.2959,                  0.819,                0.72624,                0.82706,                0.47614,                 1.4803,                  1.686,                 2.3227,               0.004687,               0.004687,               0.004687
                    163,                 1.7001,                 1.6033,                 2.3395,                0.72232,                0.83951,                0.85532,                0.51987,                 1.3905,                 1.4424,                 2.1653,               0.004654,               0.004654,               0.004654
                    164,                 1.6724,                 1.6043,                 2.2365,                0.80433,                0.81198,                0.86497,                0.52407,                  1.389,                 1.4418,                 2.1555,               0.004621,               0.004621,               0.004621
                    165,                 1.6847,                 1.5694,                 2.3226,                0.75201,                0.74878,                 0.8152,                0.51055,                 1.4381,                 1.5863,                 2.2348,               0.004588,               0.004588,               0.004588
                    166,                 1.6525,                 1.4569,                 2.2627,                0.75339,                0.71605,                0.80017,                0.51053,                 1.5282,                 1.6728,                 2.3277,               0.004555,               0.004555,               0.004555
                    167,                 1.6944,                  1.648,                 2.3105,                0.80813,                 0.7037,                0.81029,                0.49219,                 1.7314,                 1.8261,                 2.5095,               0.004522,               0.004522,               0.004522
                    168,                 1.6681,                  1.557,                 2.2605,                0.90789,                0.76543,                0.83243,                0.51224,                  1.836,                 1.7712,                 2.6079,               0.004489,               0.004489,               0.004489
                    169,                 1.6968,                 1.4916,                 2.2552,                0.88035,                0.81758,                0.84867,                0.56769,                 1.5645,                 1.5652,                 2.3439,               0.004456,               0.004456,               0.004456
                    170,                 1.6221,                 1.4741,                 2.2729,                0.89871,                0.87635,                0.90889,                0.61259,                 1.3563,                 1.3035,                 2.1188,               0.004423,               0.004423,               0.004423
                    171,                 1.7145,                 1.4967,                 2.2627,                0.91963,                 0.8476,                0.91292,                 0.5974,                 1.3434,                  1.272,                 2.0877,                0.00439,                0.00439,                0.00439
                    172,                  1.649,                 1.4688,                 2.2422,                0.90369,                0.82716,                0.90414,                0.60454,                 1.3472,                 1.2575,                 2.1063,               0.004357,               0.004357,               0.004357
                    173,                 1.5711,                 1.5518,                 2.1993,                0.88438,                0.84995,                0.87553,                0.57445,                  1.515,                 1.5084,                 2.2788,               0.004324,               0.004324,               0.004324
                    174,                 1.5393,                 1.3623,                 2.1976,                0.87803,                0.83951,                0.88356,                0.57238,                 1.5366,                   1.49,                 2.3107,               0.004291,               0.004291,               0.004291
                    175,                 1.6382,                 1.4797,                 2.2428,                0.86703,                0.80247,                0.86815,                0.52833,                 1.5706,                 1.4412,                 2.3989,               0.004258,               0.004258,               0.004258
                    176,                 1.5911,                 1.4836,                 2.1708,                 0.9227,                0.74074,                0.88336,                0.55568,                 1.4575,                 1.3712,                 2.2025,               0.004225,               0.004225,               0.004225
                    177,                 1.5991,                 1.4346,                 2.2167,                0.88504,                0.76543,                0.86578,                0.53032,                 1.5554,                 1.5148,                  2.345,               0.004192,               0.004192,               0.004192
                    178,                 1.5607,                 1.4448,                 2.1876,                0.87836,                0.79012,                0.86741,                0.53517,                 1.5334,                 1.4382,                 2.3386,               0.004159,               0.004159,               0.004159
                    179,                 1.5782,                  1.437,                  2.201,                0.89061,                0.79012,                0.91294,                0.58653,                 1.3689,                 1.2279,                 2.1329,               0.004126,               0.004126,               0.004126
                    180,                 1.5726,                 1.4101,                 2.1405,                0.87179,                0.88889,                0.93569,                0.63144,                 1.3768,                  1.132,                 2.1065,               0.004093,               0.004093,               0.004093
                    181,                 1.5267,                 1.3757,                 2.1715,                0.90396,                0.92593,                0.96394,                0.63672,                 1.4357,                 1.0695,                 2.1248,                0.00406,                0.00406,                0.00406
                    182,                 1.5578,                 1.4312,                 2.1558,                0.91197,                0.88889,                0.96514,                0.63663,                 1.3945,                 1.0363,                 2.0891,               0.004027,               0.004027,               0.004027
                    183,                 1.6382,                 1.4744,                  2.243,                0.92248,                0.87654,                 0.9523,                 0.6522,                 1.2297,                 1.0778,                 1.9939,               0.003994,               0.003994,               0.003994
                    184,                 1.5625,                 1.4005,                 2.1889,                0.91157,                0.91358,                0.95998,                0.66168,                 1.2061,                  1.103,                 1.9541,               0.003961,               0.003961,               0.003961
                    185,                 1.5789,                 1.4108,                 2.1823,                0.91975,                0.88889,                0.96232,                0.68232,                 1.1993,                 1.1357,                   1.94,               0.003928,               0.003928,               0.003928
                    186,                 1.6207,                 1.5374,                 2.2219,                0.90187,                 0.8642,                0.95807,                0.66437,                 1.1976,                  1.156,                 1.9363,               0.003895,               0.003895,               0.003895
                    187,                 1.5808,                 1.4577,                 2.1951,                0.84287,                0.96296,                0.95908,                0.63015,                 1.2615,                 1.0879,                 2.0084,               0.003862,               0.003862,               0.003862
                    188,                 1.4524,                  1.372,                 2.0787,                0.91052,                0.87941,                0.96011,                0.63563,                 1.2872,                 1.0892,                 2.0304,               0.003829,               0.003829,               0.003829
                    189,                 1.3962,                 1.3301,                 2.0661,                0.85409,                 0.9395,                 0.9617,                 0.6386,                 1.2515,                 1.1491,                 2.0049,               0.003796,               0.003796,               0.003796
                    190,                 1.5418,                 1.3312,                 2.1605,                0.87864,                0.96296,                 0.9666,                 0.6324,                 1.3096,                 1.1585,                 2.0591,               0.003763,               0.003763,               0.003763
                    191,                 1.5448,                 1.3905,                 2.1214,                0.91322,                0.90949,                0.96227,                0.62549,                 1.3203,                 1.1173,                  2.074,                0.00373,                0.00373,                0.00373
                    192,                 1.5323,                 1.3717,                 2.1028,                0.89083,                0.91358,                0.95342,                0.62405,                 1.3244,                 1.1221,                 2.0709,               0.003697,               0.003697,               0.003697
                    193,                 1.4743,                 1.3822,                 2.0884,                0.89198,                0.75309,                0.89382,                0.53583,                 1.4878,                 1.4361,                 2.2902,               0.003664,               0.003664,               0.003664
                    194,                 1.5359,                 1.4228,                 2.1597,                0.76606,                 0.8642,                0.89551,                 0.5771,                 1.3949,                 1.3089,                 2.1536,               0.003631,               0.003631,               0.003631
                    195,                 1.5004,                  1.324,                 2.1191,                0.94664,                0.92593,                0.97229,                0.68222,                 1.1687,                0.95468,                 1.9672,               0.003598,               0.003598,               0.003598
                    196,                 1.4498,                 1.2836,                  2.109,                 0.9523,                0.91358,                0.97412,                0.67031,                 1.1477,                 0.9601,                  1.935,               0.003565,               0.003565,               0.003565
                    197,                 1.5061,                 1.3411,                 2.0973,                0.90643,                0.87654,                0.95851,                0.67126,                 1.1561,                 1.0521,                 1.9314,               0.003532,               0.003532,               0.003532
                    198,                 1.5021,                 1.3572,                 2.0772,                0.87312,                0.96296,                0.96933,                0.68392,                 1.1475,                 1.0145,                 1.9266,               0.003499,               0.003499,               0.003499
                    199,                 1.4709,                  1.291,                 2.0675,                0.86688,                0.93827,                0.96136,                0.59998,                 1.2727,                 1.0522,                 2.0491,               0.003466,               0.003466,               0.003466
                    200,                  1.569,                 1.3878,                 2.1363,                0.89647,                0.96217,                0.97512,                0.67547,                 1.1388,                0.99159,                 1.9317,               0.003433,               0.003433,               0.003433
                    201,                 1.4623,                  1.285,                 2.0573,                0.88774,                0.97627,                0.97665,                 0.6965,                 1.1057,                0.97739,                 1.8713,                 0.0034,                 0.0034,                 0.0034
                    202,                 1.4908,                 1.2985,                 2.0742,                0.87312,                0.95062,                0.96539,                0.68772,                 1.1499,                 1.0478,                 1.9027,               0.003367,               0.003367,               0.003367
                    203,                  1.447,                 1.2589,                  2.024,                0.87087,                0.91593,                0.94806,                 0.6466,                 1.1566,                  1.177,                 1.9325,               0.003334,               0.003334,               0.003334
                    204,                 1.4559,                 1.2933,                 2.0334,                0.87888,                0.98765,                0.96168,                0.65779,                 1.1285,                 1.1235,                 1.8902,               0.003301,               0.003301,               0.003301
                    205,                 1.4428,                 1.3275,                 2.0674,                0.92031,                0.93827,                0.96605,                0.68844,                 1.1464,                 1.0169,                  1.883,               0.003268,               0.003268,               0.003268
                    206,                 1.5011,                 1.3415,                 2.0679,                0.89713,                0.93827,                 0.9591,                0.68832,                 1.1125,                 1.0021,                  1.852,               0.003235,               0.003235,               0.003235
                    207,                 1.4621,                 1.3398,                 2.0918,                0.96369,                0.88889,                0.95873,                0.65583,                 1.1862,                 1.0335,                 1.9309,               0.003202,               0.003202,               0.003202
                    208,                 1.4373,                  1.272,                 2.0122,                0.88837,                0.83951,                0.90821,                0.58095,                 1.2917,                 1.2249,                 2.0545,               0.003169,               0.003169,               0.003169
                    209,                 1.4692,                 1.2734,                 2.0637,                0.87792,                0.81481,                0.89363,                 0.5722,                  1.283,                 1.2615,                 2.0537,               0.003136,               0.003136,               0.003136
                    210,                 1.4739,                 1.3529,                 2.0522,                0.94734,                0.88845,                0.95706,                0.66471,                 1.1745,                 1.0809,                 1.9251,               0.003103,               0.003103,               0.003103
                    211,                 1.4442,                 1.2749,                  2.042,                0.93355,                0.91358,                0.96796,                0.68794,                 1.1642,                0.99786,                 1.9312,                0.00307,                0.00307,                0.00307
                    212,                 1.3854,                 1.2613,                 1.9914,                0.90546,                0.94602,                 0.9767,                 0.6803,                 1.1761,                0.98153,                 1.9318,               0.003037,               0.003037,               0.003037
                    213,                 1.4615,                 1.3207,                 2.0219,                0.94996,                0.93747,                0.98404,                0.67945,                 1.1759,                0.96447,                 1.9278,               0.003004,               0.003004,               0.003004
                    214,                 1.4171,                 1.2864,                 2.0245,                0.98694,                0.93827,                0.99021,                 0.6696,                 1.1763,                0.93897,                 1.9193,               0.002971,               0.002971,               0.002971
                    215,                 1.4932,                 1.2953,                 2.0453,                0.94901,                0.91909,                0.98604,                0.66001,                 1.1574,                0.91076,                 1.8904,               0.002938,               0.002938,               0.002938
                    216,                  1.441,                 1.2445,                 2.0364,                 0.8128,                0.90123,                0.93997,                0.59503,                 1.2911,                0.98558,                 2.0083,               0.002905,               0.002905,               0.002905
                    217,                 1.4075,                 1.2539,                 1.9974,                 0.7867,                 0.8642,                0.92056,                 0.5966,                 1.2742,                 1.0165,                 2.0011,               0.002872,               0.002872,               0.002872
                    218,                 1.3368,                 1.1795,                 1.9772,                0.87798,                0.81481,                 0.9293,                0.58503,                 1.2781,                  1.045,                 2.0367,               0.002839,               0.002839,               0.002839
                    219,                 1.4298,                 1.2686,                 1.9964,                0.89844,                0.87373,                0.94516,                0.62934,                 1.2355,                   1.02,                 2.0084,               0.002806,               0.002806,               0.002806
                    220,                  1.396,                 1.2651,                  1.982,                0.94405,                0.81481,                 0.9366,                0.63279,                 1.2682,                  1.007,                  2.024,               0.002773,               0.002773,               0.002773
                    221,                 1.3998,                 1.2993,                 2.0053,                0.98038,                0.85185,                0.97693,                0.71285,                 1.1731,                 0.9073,                 1.9273,                0.00274,                0.00274,                0.00274
                    222,                 1.3817,                 1.1727,                 1.9702,                0.94906,                0.88889,                0.98062,                0.70724,                 1.1558,                  0.867,                 1.9069,               0.002707,               0.002707,               0.002707
                    223,                 1.4108,                 1.1935,                 2.0072,                0.90187,                0.96296,                0.97633,                0.69223,                 1.1607,                0.86666,                 1.9239,               0.002674,               0.002674,               0.002674
                    224,                 1.3703,                 1.1611,                 1.9603,                0.92119,                0.96296,                0.97734,                0.70142,                 1.1449,                0.83721,                 1.9019,               0.002641,               0.002641,               0.002641
                    225,                 1.4878,                 1.3099,                 2.0832,                0.87236,                0.92813,                0.95038,                0.63438,                 1.3249,                0.95974,                 2.0631,               0.002608,               0.002608,               0.002608
                    226,                  1.376,                 1.1581,                 1.9707,                  0.947,                0.87654,                0.95531,                0.61931,                  1.314,                0.96483,                 2.0502,               0.002575,               0.002575,               0.002575
                    227,                 1.4964,                 1.2257,                 2.0759,                0.93758,                0.91358,                0.97506,                0.68286,                 1.1137,                0.84933,                 1.8322,               0.002542,               0.002542,               0.002542
                    228,                 1.4318,                 1.2093,                 2.0215,                 0.9548,                0.91358,                0.97122,                0.69927,                 1.0494,                0.82111,                 1.7818,               0.002509,               0.002509,               0.002509
                    229,                 1.3967,                 1.1965,                 1.9765,                0.92126,                0.91358,                0.96017,                 0.6944,                 1.0737,                0.84949,                 1.8089,               0.002476,               0.002476,               0.002476
                    230,                 1.3632,                 1.2089,                 1.9513,                0.96164,                0.92851,                0.97208,                0.69543,                 1.1027,                0.84995,                 1.8265,               0.002443,               0.002443,               0.002443
                    231,                 1.3643,                 1.1951,                 1.9869,                 0.9374,                0.96296,                0.98016,                 0.7395,                 1.0277,                0.79061,                 1.7546,                0.00241,                0.00241,                0.00241
                    232,                 1.3707,                 1.2107,                 1.9707,                 0.9317,                0.96296,                0.98279,                0.74618,                 1.0099,                0.79275,                 1.7387,               0.002377,               0.002377,               0.002377
                    233,                  1.341,                 1.1185,                 1.9522,                0.93862,                  0.944,                0.98341,                0.75313,                 1.0144,                0.79819,                 1.7443,               0.002344,               0.002344,               0.002344
                    234,                 1.3659,                 1.2137,                 1.9496,                0.99604,                0.91358,                0.98501,                0.73873,                 1.0879,                0.83113,                 1.8061,               0.002311,               0.002311,               0.002311
                    235,                 1.3156,                 1.1902,                 1.9525,                0.96136,                0.92141,                0.98124,                0.70629,                 1.1579,                0.85852,                 1.8745,               0.002278,               0.002278,               0.002278
                    236,                 1.3499,                 1.2041,                 1.9559,                0.96271,                0.90123,                 0.9808,                0.71547,                 1.1022,                0.84217,                 1.8233,               0.002245,               0.002245,               0.002245
                    237,                 1.3932,                 1.2056,                 1.9832,                0.93181,                0.95062,                0.98306,                0.74079,                 1.0258,                0.78215,                 1.7626,               0.002212,               0.002212,               0.002212
                    238,                 1.2832,                 1.1544,                 1.9024,                0.98403,                0.93827,                0.99053,                0.74581,                0.98989,                0.76518,                 1.7268,               0.002179,               0.002179,               0.002179
                    239,                  1.361,                 1.2023,                 1.9504,                0.95092,                0.95678,                0.98602,                0.71984,                 1.0697,                0.80024,                 1.7944,               0.002146,               0.002146,               0.002146
                    240,                 1.3531,                 1.2252,                 1.9585,                0.96144,                0.95062,                0.98557,                0.73314,                  1.024,                0.78883,                 1.7473,               0.002113,               0.002113,               0.002113
                    241,                 1.3585,                 1.2259,                 1.9758,                0.96101,                0.91283,                 0.9814,                0.74679,                0.98134,                0.78905,                  1.711,                0.00208,                0.00208,                0.00208
                    242,                 1.3639,                 1.2309,                 1.9952,                0.91818,                0.96988,                0.97475,                0.74602,                0.96349,                0.79521,                 1.6982,               0.002047,               0.002047,               0.002047
                    243,                 1.3018,                 1.1144,                 1.9141,                0.92742,                0.96296,                0.97285,                0.74444,                  0.974,                0.81161,                 1.7136,               0.002014,               0.002014,               0.002014
                    244,                 1.3037,                  1.219,                 1.9387,                0.91826,                0.97089,                0.97496,                0.75576,                0.98109,                 0.8121,                 1.7179,               0.001981,               0.001981,               0.001981
                    245,                 1.3093,                 1.1143,                 1.9125,                0.94111,                0.98765,                 0.9841,                 0.7587,                0.95316,                0.78136,                 1.6961,               0.001948,               0.001948,               0.001948
                    246,                 1.3038,                 1.1872,                  1.882,                0.97135,                0.92593,                0.98585,                 0.7762,                0.92546,                0.76189,                 1.6687,               0.001915,               0.001915,               0.001915
                    247,                 1.3244,                 1.1781,                 1.9303,                0.98679,                0.92208,                0.98889,                0.77505,                 0.9579,                0.74969,                 1.6808,               0.001882,               0.001882,               0.001882
                    248,                 1.2908,                 1.1221,                 1.8801,                0.93864,                0.97531,                0.98931,                 0.7722,                0.95086,                0.73478,                 1.6663,               0.001849,               0.001849,               0.001849
                    249,                 1.2976,                 1.1779,                 1.8824,                0.96096,                0.93827,                0.98463,                 0.7451,                0.97032,                0.74978,                 1.6848,               0.001816,               0.001816,               0.001816
                    250,                 1.3493,                 1.1803,                 1.9667,                0.94768,                0.93827,                0.98348,                0.73899,                0.97934,                0.75266,                 1.6967,               0.001783,               0.001783,               0.001783
                    251,                 1.2914,                 1.1317,                 1.9485,                0.95781,                0.92593,                0.98664,                0.71313,                 1.0415,                0.77686,                  1.753,                0.00175,                0.00175,                0.00175
                    252,                 1.3379,                 1.1621,                 1.9247,                0.90693,                0.98765,                 0.9866,                0.72976,                  1.004,                0.78033,                 1.7303,               0.001717,               0.001717,               0.001717
                    253,                 1.3256,                 1.1673,                 1.9115,                0.95322,                0.93827,                0.98643,                0.74119,                0.97846,                0.77161,                 1.7132,               0.001684,               0.001684,               0.001684
                    254,                 1.2934,                 1.1738,                 1.8755,                0.98722,                0.95397,                0.99271,                 0.7674,                0.93258,                0.74037,                 1.6594,               0.001651,               0.001651,               0.001651
                    255,                 1.2845,                 1.1178,                 1.8807,                0.98186,                0.96296,                0.99233,                0.77259,                0.90462,                0.71813,                 1.6268,               0.001618,               0.001618,               0.001618
                    256,                  1.271,                 1.1287,                 1.8608,                0.97513,                0.96817,                0.99255,                0.78368,                0.89789,                0.72033,                 1.6141,               0.001585,               0.001585,               0.001585
                    257,                 1.3035,                 1.1165,                 1.9047,                0.97525,                0.97313,                0.99178,                0.78003,                0.90924,                0.72915,                 1.6204,               0.001552,               0.001552,               0.001552
                    258,                 1.1768,                  1.012,                  1.801,                 0.9751,                0.96702,                0.99237,                0.77482,                 0.9116,                0.72798,                  1.629,               0.001519,               0.001519,               0.001519
                    259,                 1.2259,                 1.0784,                  1.816,                0.98665,                 0.9127,                0.98638,                0.70947,                 1.0856,                0.80323,                 1.7965,               0.001486,               0.001486,               0.001486
                    260,                 1.3074,                 1.1173,                 1.9382,                0.96182,                0.93303,                0.98764,                0.70993,                 1.0824,                0.80308,                 1.7829,               0.001453,               0.001453,               0.001453
                    261,                   1.32,                 1.1251,                 1.9103,                0.91789,                0.96608,                0.98348,                0.71022,                  1.069,                0.81469,                 1.7788,                0.00142,                0.00142,                0.00142
                    262,                 1.2427,                 1.0733,                 1.8663,                0.95522,                0.93827,                0.97653,                0.73421,                 1.0184,                0.80857,                 1.7411,               0.001387,               0.001387,               0.001387
                    263,                 1.3462,                 1.1024,                 1.9224,                0.93975,                0.96288,                0.98277,                0.76037,                0.92478,                0.75569,                 1.6594,               0.001354,               0.001354,               0.001354
                    264,                 1.2874,                 1.0821,                 1.9098,                0.98732,                0.96296,                0.99063,                0.78001,                0.89726,                0.73751,                  1.635,               0.001321,               0.001321,               0.001321
                    265,                 1.3247,                 1.1222,                  1.869,                0.94185,                0.99976,                0.99008,                0.78826,                0.88592,                0.71689,                 1.6253,               0.001288,               0.001288,               0.001288
                    266,                 1.3494,                 1.1399,                 1.9184,                0.98699,                 0.9365,                0.98869,                 0.7849,                0.88987,                0.71276,                 1.6292,               0.001255,               0.001255,               0.001255
                    267,                 1.1534,                 1.0056,                 1.8182,                0.96359,                0.98036,                0.99147,                0.76979,                0.94491,                0.73473,                 1.6716,               0.001222,               0.001222,               0.001222
                    268,                 1.3009,                 1.1384,                 1.9259,                0.95353,                0.97531,                0.99208,                0.78416,                0.90796,                0.71429,                  1.641,               0.001189,               0.001189,               0.001189
                    269,                 1.2002,                 1.0829,                  1.827,                0.95191,                0.97756,                0.99142,                0.78276,                0.91062,                0.71162,                 1.6422,               0.001156,               0.001156,               0.001156
                    270,                 1.2143,                 1.0771,                 1.8552,                0.95271,                0.99489,                0.99317,                0.80247,                0.86316,                0.68751,                 1.6013,               0.001123,               0.001123,               0.001123
                    271,                 1.2927,                 1.1507,                 1.8869,                0.97358,                      1,                0.99378,                0.79831,                 0.8447,                0.67997,                 1.5751,                0.00109,                0.00109,                0.00109
                    272,                 1.2754,                 1.1621,                 1.8695,                 0.9704,                      1,                0.99378,                 0.7941,                0.85833,                 0.6927,                 1.5862,               0.001057,               0.001057,               0.001057
                    273,                 1.2861,                 1.1159,                 1.9241,                0.96814,                      1,                 0.9939,                   0.79,                0.86998,                0.69928,                 1.5922,               0.001024,               0.001024,               0.001024
                    274,                 1.2055,                 1.0509,                  1.829,                0.96887,                0.98765,                0.99354,                0.79163,                0.85254,                0.69814,                 1.5802,               0.000991,               0.000991,               0.000991
                    275,                 1.2041,                 1.0367,                 1.8355,                 0.9876,                0.98317,                0.99292,                0.79833,                0.84638,                0.71359,                 1.5722,               0.000958,               0.000958,               0.000958
                    276,                 1.2165,                   1.09,                 1.8554,                0.97565,                0.98955,                0.99254,                0.80525,                0.84715,                0.71448,                 1.5707,               0.000925,               0.000925,               0.000925
                    277,                 1.1974,                 1.0613,                 1.8354,                0.98759,                0.98259,                 0.9918,                0.79707,                0.85636,                0.71973,                  1.579,               0.000892,               0.000892,               0.000892
                    278,                 1.2663,                 1.0557,                  1.912,                0.98624,                      1,                0.99024,                0.78841,                0.88491,                0.73704,                 1.6103,               0.000859,               0.000859,               0.000859
                    279,                 1.2192,                 1.0525,                 1.8498,                0.97581,                0.99595,                0.98953,                0.76641,                0.92582,                0.76791,                 1.6584,               0.000826,               0.000826,               0.000826
                    280,                 1.2404,                 1.0229,                 1.8643,                0.96505,                      1,                0.98877,                0.77344,                0.91377,                0.75428,                 1.6502,               0.000793,               0.000793,               0.000793
                    281,                  1.325,                 1.0916,                 1.8934,                0.93091,                0.99813,                0.99006,                0.77835,                0.90198,                0.74318,                 1.6365,                0.00076,                0.00076,                0.00076
                    282,                 1.1945,                 1.0638,                 1.8113,                0.93948,                0.98765,                0.99169,                0.77312,                 0.9146,                0.74997,                 1.6397,               0.000727,               0.000727,               0.000727
                    283,                 1.1812,                   1.04,                 1.8307,                0.96376,                0.98497,                0.99269,                0.77991,                0.91565,                0.74481,                 1.6336,               0.000694,               0.000694,               0.000694
                    284,                 1.2294,                 1.1086,                 1.8412,                0.95919,                0.98765,                0.99379,                0.77625,                0.89982,                0.74154,                 1.6209,               0.000661,               0.000661,               0.000661
                    285,                 1.2031,                 1.0224,                  1.815,                0.99796,                0.97531,                0.99429,                0.78893,                  0.881,                0.73262,                 1.6057,               0.000628,               0.000628,               0.000628
                    286,                 1.1865,                  1.046,                 1.8439,                0.98573,                0.97531,                0.99416,                0.78417,                0.88096,                0.74076,                 1.6086,               0.000595,               0.000595,               0.000595
                    287,                 1.1481,                 1.0578,                 1.8209,                0.99188,                0.97531,                 0.9944,                0.80469,                0.84458,                0.72106,                   1.57,               0.000562,               0.000562,               0.000562
                    288,                   1.28,                 1.0907,                 1.8868,                0.98798,                0.97531,                0.99417,                0.80082,                0.83088,                0.71448,                 1.5547,               0.000529,               0.000529,               0.000529
                    289,                 1.2361,                 1.0453,                 1.8412,                0.98649,                0.97531,                 0.9944,                0.80139,                0.82648,                0.70958,                 1.5474,               0.000496,               0.000496,               0.000496
                    290,                 1.2063,                 1.0879,                 1.8518,                0.98606,                0.97531,                0.99416,                0.79567,                0.82388,                0.70607,                 1.5477,               0.000463,               0.000463,               0.000463
                    291,                 1.2119,                 1.0784,                  1.887,                0.98758,                0.98186,                 0.9944,                 0.7946,                0.82458,                0.70293,                 1.5484,                0.00043,                0.00043,                0.00043
                    292,                 1.1785,                 1.0561,                 1.8687,                0.98759,                0.98248,                 0.9944,                 0.7981,                0.82953,                0.69755,                 1.5543,               0.000397,               0.000397,               0.000397
                    293,                  1.259,                 1.0377,                 1.8516,                0.97998,                0.98765,                0.99451,                0.80036,                0.82872,                0.69127,                 1.5514,               0.000364,               0.000364,               0.000364
                    294,                 1.1884,                   1.01,                 1.8117,                0.98552,                      1,                0.99451,                0.80509,                0.82777,                0.68694,                 1.5506,               0.000331,               0.000331,               0.000331
                    295,                 1.2265,                 1.0421,                  1.865,                0.97939,                0.98765,                0.99439,                0.80394,                0.82513,                0.68653,                 1.5478,               0.000298,               0.000298,               0.000298
                    296,                 1.2441,                 1.0837,                 1.8487,                0.98282,                0.98765,                0.99439,                0.79982,                0.82654,                 0.6856,                  1.549,               0.000265,               0.000265,               0.000265
                    297,                 1.1665,                0.99928,                 1.7738,                0.97253,                0.98765,                0.99392,                0.79782,                0.82699,                0.68622,                 1.5501,               0.000232,               0.000232,               0.000232
                    298,                   1.22,                  1.086,                 1.8278,                0.97255,                0.98765,                0.99366,                 0.7975,                0.82875,                0.68759,                 1.5523,               0.000199,               0.000199,               0.000199
                    299,                 1.2074,                 1.0347,                 1.8328,                0.97487,                0.98765,                0.99427,                 0.8017,                0.82715,                0.68943,                 1.5506,               0.000166,               0.000166,               0.000166
